"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"1/16/2023 7 p.m. MST",5569,5668,6006,437
PSCO,"1/16/2023 8 p.m. MST",5440,5360,5779,339
PSCO,"1/16/2023 9 p.m. MST",5298,5338,5655,357
PSCO,"1/16/2023 10 p.m. MST",5077,5053,5428,351
PSCO,"1/16/2023 11 p.m. MST",4795,4800,5193,398
PSCO,"1/17/2023 12 a.m. MST",4561,4614,4862,301
PSCO,"1/17/2023 1 a.m. MST",4449,4501,4818,369
PSCO,"1/17/2023 2 a.m. MST",4372,4415,4798,426
PSCO,"1/17/2023 3 a.m. MST",4353,4385,4766,413
PSCO,"1/17/2023 4 a.m. MST",4397,4426,4773,376
PSCO,"1/17/2023 5 a.m. MST",4543,4552,4894,351
PSCO,"1/17/2023 6 a.m. MST",4808,4819,5109,301
PSCO,"1/17/2023 7 a.m. MST",5234,5263,5546,312
PSCO,"1/17/2023 8 a.m. MST",5413,5460,5885,472
PSCO,"1/17/2023 9 a.m. MST",5292,5367,5852,560
PSCO,"1/17/2023 10 a.m. MST",5044,5324,5604,560
PSCO,"1/17/2023 11 a.m. MST",5105,5171,5609,504
PSCO,"1/17/2023 12 p.m. MST",5014,5078,5556,542
PSCO,"1/17/2023 1 p.m. MST",4991,5038,5514,523
PSCO,"1/17/2023 2 p.m. MST",5191,5069,5574,383
PSCO,"1/17/2023 3 p.m. MST",5281,5001,5707,426
PSCO,"1/17/2023 4 p.m. MST",5390,5089,5780,390
PSCO,"1/17/2023 5 p.m. MST",5625,5338,5986,361
PSCO,"1/17/2023 6 p.m. MST",5930,5665,6439,509
PSCO,"1/17/2023 7 p.m. MST",5879,5626,6501,622
PSCO,"1/17/2023 8 p.m. MST",5685,5497,6358,673
PSCO,"1/17/2023 9 p.m. MST",5509,5331,6088,579
PSCO,"1/17/2023 10 p.m. MST",5268,5084,5838,570
PSCO,"1/17/2023 11 p.m. MST",4984,4815,5607,623
PSCO,"1/18/2023 12 a.m. MST",4776,4575,5343,567
PSCO,"1/18/2023 1 a.m. MST",4648,4448,5206,558
PSCO,"1/18/2023 2 a.m. MST",4524,4372,5169,645
