"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"2/16/2023 6 a.m. MST",5431,5236,6050,619
PSCO,"2/16/2023 7 a.m. MST",5817,5604,6404,587
PSCO,"2/16/2023 8 a.m. MST",6051,5735,6565,514
PSCO,"2/16/2023 9 a.m. MST",6070,5592,6577,507
PSCO,"2/16/2023 10 a.m. MST",5984,5264,6598,614
PSCO,"2/16/2023 11 a.m. MST",5867,5092,6366,499
PSCO,"2/16/2023 12 p.m. MST",5715,4960,6204,489
PSCO,"2/16/2023 1 p.m. MST",5510,4830,5891,381
PSCO,"2/16/2023 2 p.m. MST",5400,4764,5732,332
PSCO,"2/16/2023 3 p.m. MST",5289,4749,5600,311
PSCO,"2/16/2023 4 p.m. MST",5272,4821,5591,319
PSCO,"2/16/2023 5 p.m. MST",5500,5090,5674,174
PSCO,"2/16/2023 6 p.m. MST",5861,5555,6084,223
PSCO,"2/16/2023 7 p.m. MST",6095,5815,6313,218
PSCO,"2/16/2023 8 p.m. MST",6048,5769,6219,171
PSCO,"2/16/2023 9 p.m. MST",5922,5627,6249,327
PSCO,"2/16/2023 10 p.m. MST",5674,5428,6090,416
PSCO,"2/16/2023 11 p.m. MST",5399,5147,5850,451
PSCO,"2/17/2023 12 a.m. MST",5007,4921,5541,534
PSCO,"2/17/2023 1 a.m. MST",4999,4805,5519,520
PSCO,"2/17/2023 2 a.m. MST",4924,4694,5371,447
PSCO,"2/17/2023 3 a.m. MST",4887,4697,5387,500
PSCO,"2/17/2023 4 a.m. MST",4932,4764,5426,494
PSCO,"2/17/2023 5 a.m. MST",5019,4858,5512,493
PSCO,"2/17/2023 6 a.m. MST",5257,5055,5705,448
PSCO,"2/17/2023 7 a.m. MST",5587,5404,5988,401
PSCO,"2/17/2023 8 a.m. MST",5719,5516,6068,349
PSCO,"2/17/2023 9 a.m. MST",5556,5347,5819,263
PSCO,"2/17/2023 10 a.m. MST",5338,5028,5502,164
PSCO,"2/17/2023 11 a.m. MST",5256,4854,5392,136
PSCO,"2/17/2023 12 p.m. MST",5131,4724,5258,127
PSCO,"2/17/2023 1 p.m. MST",4932,4600,4929,-3
PSCO,"2/17/2023 2 p.m. MST",4807,4535,4809,2
PSCO,"2/17/2023 3 p.m. MST",4756,4529,4743,-13
PSCO,"2/17/2023 4 p.m. MST",4773,4579,4927,154
PSCO,"2/17/2023 5 p.m. MST",5010,4774,5090,80
PSCO,"2/17/2023 6 p.m. MST",5362,5061,5494,132
PSCO,"2/17/2023 7 p.m. MST",5536,5265,5894,358
PSCO,"2/17/2023 8 p.m. MST",5476,5231,5819,343
PSCO,"2/17/2023 9 p.m. MST",5361,5108,5681,320
PSCO,"2/17/2023 10 p.m. MST",5200,4974,5567,367
PSCO,"2/17/2023 11 p.m. MST",4955,4800,5389,434
PSCO,"2/18/2023 12 a.m. MST",4735,4585,5122,387
PSCO,"2/18/2023 1 a.m. MST",4593,4426,5033,440
PSCO,"2/18/2023 2 a.m. MST",4446,4372,4977,531
PSCO,"2/18/2023 3 a.m. MST",4452,4370,4959,507
PSCO,"2/18/2023 4 a.m. MST",4497,4388,5059,562
PSCO,"2/18/2023 5 a.m. MST",4558,4493,5161,603
PSCO,"2/18/2023 6 a.m. MST",4668,4617,5182,514
